Caribou Municipal Airport,Caribou
China Lake Naws (Armitage Field) Airport,China Lake
Beauregard Regional Airport,DeRidder
Ely Municipal Airport,Ely
Fallon Naval Air Station,Fallon
Henry Post Army Air Field (Fort Sill),Fort Sill
Naval Station Mayport / Admiral David L McDonald Field,Jacksonville
Hunt Field,Lander
Noatak Airport,Noatak
Seward Airport,Seward
St Mary's Airport,St Mary's
Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove
West Woodward Airport,Woodward
Adin Airport,Adin
Akron Airport/Jesson Field,Akron
Algona Municipal Airport,Algona
California Pines Airport,Alturas
Langlade County Airport,Antigo
Turner County Airport,Ashburn
Hall Miller Municipal Airport,Atlanta
Audubon County Airport,Audubon
Aurora Municipal Al Potter Field,Aurora
Ava Bill Martin Memorial Airport,Ava
Aztec Municipal Airport,Aztec
Baker Municipal Airport,Baker
Panola County Airport,Batesville
Parkside Airpark,Battle Ground
James Clements Municipal Airport,Bay City
Beaver Island Airport,Beaver Island
Grawunder Field,Bellville
Andrews University Airpark,Berrien Springs
Bethel Regional Airport,Bethel
Southard Field,Bieber
Bishop-Windham Airport,Bishop
Bloomfield Municipal Airport,Bloomfield
Bowling Green Municipal Airport,Bowling Green
Boyne Mountain Airport,Boyne Falls
Frank Federer Memorial Airport,Brinkley
Broadus Airport,Broadus
Brookings Airport,Brookings
Brush Municipal Airport,Brush
Port-Bucyrus-Crawford County Airport,Bucyrus
Buffalo Municipal Airport,Buffalo
Johnson County Airport,Buffalo
Bulverde Airpark,Bulverde
Butler Farm Show Airport,Butler
Freeman Swank Farms Airport,Butler
Butler Municipal Airport,Butler
Cable Union Airport,Cable
Cairo Regional Airport,Cairo
Caldwell Municipal Airport,Caldwell
Houston County Airport,Caledonia
Kentucky Dam State Park Airport,Calvert City
Taylor County Airport,Campbellsville
Dietz Airpark,Canby
My Place Airport,Cardington
Sky Ranch At Carefree Airport,Carefree
Pilots Ridge Airport,Carolina Beach
Arthur N Neu Airport,Carroll
Carrollton Memorial Airport,Carrollton
Casey Municipal Airport,Casey
Cassville Municipal Airport,Cassville
Tazewell County Airport,Cedar Bluff
Hank Sasser Airport at Breakaway,Cedar Park
Lakefield Airport,Celina
Centre Municipal Airport,Centre
Penns Cave Airport,Centre Hall
Lower Loon Creek Airport,Challis
Gila River Memorial Airport,Chandler
Chase City Municipal Airport,Chase City
Cherokee County Regional Airport,Cherokee
Chester Catawba Regional Airport,Chester
Christmas Valley Airport,Christmas Valley
Clare Municipal Airport,Clare
Claremont Municipal Airport,Claremont
Fletcher Field,Clarksdale
Clearfield Lawrence Airport,Clearfield
Cleveland Regional Jetport,Cleveland
Cleveland Municipal Airport,Cleveland
Greenlee County Airport,Clifton/Morenci
Washington Executive Hyde Field,Clinton
Columbus Southwest Airport,Columbus
Dennis F Cantrell Field,Conway
Martin Campbell Field,Copperhill
Lake California Air Park,Cottonwood
Council Municipal Airport,Council
North Big Horn County Airport,Cowley
Crescent Lake State Airport,Crescent Lake
Cuba Municipal Airport,Cuba
Cuero Municipal Airport,Cuero
Cushing Municipal Airport,Cushing
Cynthiana-Harrison County Airport,Cynthiana
Dry Creek Airport,Cypress
Danville Airport,Danville
Athelone Williams Memorial Airport,Davison
Big Sandy Regional Airport,Debord
Deer Lodge City County Airport,Deer Lodge
Delphi Municipal Airport,Delphi
Denio Junction Airport,Denio
Desert Center Airport,Desert Center
Mackay Bar Airport,Dixie
Dixie Town Airport,Dixie
Dodge Center Airport,Dodge Center
Dowagiac Municipal Airport,Dowagiac
Brookeridge Air Park,Downers Grove
Dublin Municipal Airport,Dublin
Lake Ridge Aero Park Airport,Durham
Dwight Airport,Dwight
Cheyenne Eagle Butte Airport,Eagle Butte
Maverick County Memorial International Airport,Eagle Pass
Lufker Airport,East Moriches
Eastland Municipal Airport,Eastland
Swanson Airport,Eatonville
Elk City Airport,Elk City
Mishawaka Pilots Club Airport,Elkhart
Van Sant Airport,Erwinna
Lake Wohlford Resort Airport,Escondido
Valley View Airport,Estacada
Estherville Municipal Airport,Estherville
Eureka Municipal Airport,Eureka
Evart Municipal Airport,Evart
Fairfield Municipal Airport,Fairfield
Fairview Municipal Airport,Fairview
West Fargo Municipal Airport,Fargo
Nemacolin Airport,Farmington
Marion County Regional Airport,Flippin
Florala Municipal Airport,Florala
Naval Outlying Field Barin,Foley
Forks Airport,Forks
Sherman Army Air Field,Fort Leavenworth
Fosston Municipal Airport-Anderson Field,Fosston
Fostoria Metropolitan Airport,Fostoria
Frankfort-Highland Airport,Frankfort
Franklin Flying Field,Franklin
A Paul Vance Fredericktown Regional Airport,Fredericktown
McVille Airport,Freeport
Fremont Municipal Airport,Fremont
Gabbs Airport,Gabbs
South Lafourche Leonard Miller Jr Airport,Galliano
Gardiner Airport,Gardiner
Royalton Airport,Gasport
Ward Field,Gasquet
Gastonia Municipal Airport,Gastonia
Gaylord Regional Airport,Gaylord
Live Oak County Airport,George West
Riverview Airport,Georgetown Township
Table Rock Airport,Golden
Lida Junction Airport,Goldfield
Gooding Municipal Airport,Gooding
Granville Airport,Granville
Grayling Army Air Field,Grayling
Green River Municipal Airport,Green River
Greene Airport,Greene
Greenville Municipal Airport,Greenville
Gregory Municipal Airport - Flynn Field,Gregory
Lee Bottom Airport,Hanover
Happy Canyon Airport,Happy Canyon
Harlan Municipal Airport,Harlan
Cincinnati West Airport,Harrison
Hartsville Regional Airport,Hartsville
Haskell Municipal Airport,Haskell
Chemehuevi Valley Airport,Havasu Lake
Hawley Municipal Airport,Hawley
Hazlehurst Airport,Hazlehurst
Jim Hogg County Airport,Hebbronville
Hettinger Municipal Airport,Hettinger
Oak Tree Landing,High Springs
Dallas Bay Sky Park Airport,Hixson
Industrial Airpark,Hobbs
Hoopa Airport,Hoopa
Houston Memorial Airport,Houston
Hulett Municipal Airport,Hulett
Big Cypress Airfield,Immokalee
Indiana County–Jimmy Stewart Airport,Indiana
Central County Airport,Iola
Iowa Falls Municipal Airport,Iowa Falls
Iraan Municipal Airport,Iraan
Gogebic Iron County Airport,Ironwood
Islesboro Airport,Islesboro
Jacumba Airport,Jacumba
Jasper County Airport Bell Field,Jasper
Johnson City Airport,Johnson City
Rome Service Airport,Jordan Valley
Joseph State Airport,Joseph
Freeman Field,Junction City
Sack-O-Grande Acroport,Katy
Kayenta Airport,Kayenta
Kelleys Island Land Field,Kelleys Island
Kenedy Regional Airport,Kenedy
Vista Field,Kennewick
Kentland Municipal Airport,Kentland
Kimball Municipal Robert E Arraj Field,Kimball
Kimberling Airport,Kimberling City
Kingfisher Airport,Kingfisher
Andy Mc Beth Airport,Klamath Glen
Moose Creek US Forest Service Airport,Kooskia
Barwick Lafayette Airport,Lafayette
Lakeview Airport,Lake Dallas
Hidden Valley Airpark,Lake Dallas
Chalet Suzanne Air Strip,Lake Wales
Lakeside State Airport,Lakeside
Lancaster County-Mc Whirter Field,Lancaster
Buffalo Lancaster Regional Airport,Lancaster
Highcrest Air Park,Lansing
Larimore Municipal Airport,Larimore
Laurens County Airport,Laurens
Le Mars Municipal Airport,Le Mars
Boone County Airport,Lebanon
Keller Brothers Airport,Lebanon
Maben Airport,Lexington
Beech River Regional Airport,Lexington-Parsons
Longville Municipal Airport,Longville
Mid Valley Airpark,Los Lunas
Louisville Municipal Airport,Louisville
Mason County Airport,Ludington
The Carter Memorial Airport,Luling
Macomb Municipal Airport,Macomb
Blackhawk Airfield,Madison
Madisonville Regional Airport,Madisonville
Malden Regional Airport,Malden
Mandan Municipal Airport,Mandan
Schoolcraft County Airport,Manistique
Wolfe Air Park,Manvel
Hart Airport,Many
Cliff Dwellers Lodge Airport,Marble Canyon
Marion Airport,Marion
Marlette Township Airport,Marlette
Southwest Minnesota Regional Airport - Marshall/Ryan Field,Marshall
Marysville Municipal Airport,Marysville
Mason County Airport,Mason
Mayfield Graves County Airport,Mayfield
Vinton County Airport,Mc Arthur
Telfair Wheeler Airport,Mc Rae
Mc Carthy Airport,Mccarthy
Michigan City Municipal Airport,Michigan City
Middlebury State Airport,Middlebury
Geauga County Airport,Middlefield
Middlesboro-Bell County Airport,Middlesboro
Skywest Inc Airport,Midland
Mifflintown Airport,Mifflintown
Charles W. Baker Airport,Millington
Santa Rosa Naval Outlying Field Airport,Milton
Minden Airport,Minden
Caveman Ranch Airport,Moab
Roy Hurd Memorial Airport,Monahans
Monte Vista Municipal Airport,Monte Vista
Needles Outpost Airport,Monticello
Monticello Regional Airport,Monticello
Wayne County Airport,Monticello
Moorhead Municipal Airport,Moorhead
Morrilton Municipal Airport,Morrilton
Morris Municipal Airport Charlie Schmidt Field,Morris
Greensfield Airport,Moscow Mills
Mount Olive Municipal Airport,Mount Olive
Mount Pleasant Municipal Airport,Mount Pleasant
Mount Pleasant Municipal Airport,Mount Pleasant
Mount Sterling Municipal Airport,Mount Sterling
Mount Sterling Montgomery County Airport,Mount Sterling
Wynkoop Airport,Mount Vernon
Barker Airport,Mount Vernon
Elliotts Landing Airport,Mount Victory
Mountain View Airport,Mountain View
Myrtle Creek Municipal Airport,Myrtle Creek
Nebraska City Municipal Airport,Nebraska City
Candlelight Farms Airport,New Milford
Luce County Airport,Newberry
Newport Regional Airport,Newport
Norfolk Airport / Heenan-Menfi Memorial Airport,Norfolk
Woolsey Memorial Airport,Northport
Alpine Airstrip,Nuiqsut
Searle Field,Ogallala
Dewitt Field - Old Town Municipal Airport,Old Town
Olney Noble Airport,Olney-Noble
La Cholla Airpark,Oro Valley
Oscoda Wurtsmith Airport,Oscoda
Othello Municipal Airport,Othello
Mogollon Airpark,Overgaard
Owyhee Reservoir State Airport,Owyhee
Miami University Airport,Oxford
Oxford Municipal Airport,Oxford
Spencer Nolf Airport,Pace
Paoli Municipal Airport,Paoli
Paradise Skypark Airport,Paradise
Park River W C Skjerven Field,Park River
Parowan Airport,Parowan
Grand Canyon Caverns Airport,Peach Springs
Mc Kinley Field,Pearsall
Pender Municipal Airport,Pender
Saufley Naval Outlying Landing Field,Pensacola
Peru Municipal Airport,Peru
Philip Airport,Philip
Pinckneyville Du Quoin Airport,Pinckneyville
Pine Bluffs Municipal Airport,Pine Bluffs
Pittsfield Municipal Airport,Pittsfield
Plainwell Municipal Airport,Plainwell
Point Roberts Airpark,Point Roberts
Powell Municipal Airport,Powell
Powers Airport,Powers
Prattville - Grouby Field,Prattville
Prentiss Jefferson Davis County Airport,Prentiss
Prosser Airport,Prosser
Clarke County Airport,Quitman
Quitman Brooks County Airport,Quitman
Sky Park Airport,Red Hook
Red Lake Falls Municipal Airport,Red Lake Falls
Red Oak Municipal Airport,Red Oak
Rooke Field,Refugio
Ferry County Airport,Republic
Port of South Louisiana Executive Regional Airport,Reserve
Rice Lake Municipal Airport,Rice Lake
Richland Airport,Richland Center
Robinson Municipal Airport,Robinson
Fox River Airport,Rochester
Rock Rapids Municipal Airport,Rock Rapids
Roosevelt Municipal Airport,Roosevelt
Roseau Municipal Rudy Billberg Field,Roseau
Lane Airpark,Rosenberg
BB Airpark,Rosharon
Hadley Airport,Round Mountain
Salem Municipal Airport,Salem
San Rafael Airport,San Rafael
Country Squire Airpark,Sandy
El Toro Marine Corps Air Station,Santa Ana
Gloster Aerodrome,Sealy
Huber Airpark,Seguin
Sells Airport,Sells
Franklin County Airport,Sewanee
Shelby Airport,Shelby
Shelby-Cleveland County Regional Airport,Shelby
Shelby County Airport,Shelbyville
Skwentna Airport,Skwentna
Rosaschi Air Park,Smith
Smithville Municipal Airport,Smithville
Lenora Airport,Snellville
Somerset County Airport,Somerset
South Albany Airport,South Bethlehem
Spanaway Airport,Spanaway
Shady Acres Airport,Spanaway
Air Sailing Gliderport,Sparks
Sparta Fort Mc Coy Airport,Sparta
Paul C. Miller-Sparta Airport,Sparta
Kestrel Airpark,Spring Branch
Springerville Municipal Airport,Springerville
Springfield Robertson County Airport,Springfield
Bruce Meadows Airport,Stanley
Stanton Municipal Airport,Stanton
Staples Municipal Airport,Staples
Statesville Regional Airport,Statesville
Stephen Municipal Airport,Stephen
Eckert Field,Strathmore
Sullivan Regional Airport,Sullivan
Sky Harbor Airport,Sultan
Sunbury Airport,Sunbury
Sunrise Beach Airport,Sunrise Beach Village
Franklin County State Airport,Swanton
Jackson County Airport,Sylva
Tavernaero Park Airport,Tavernier
Marv Skie / Lincoln County Airport,Tea
Al Meyers Airport,Tecumseh
Hot Springs County Thermopolis Municipal Airport,Thermopolis
Thompson Falls Airport,Thompson Falls
Tishomingo Airpark,Tishomingo
Townsend Airport,Townsend
Trenton Municipal Airport,Trenton
Perry Stokes Airport,Trinidad
Twin Mountain Airport,Twin Mountain
Norman County Ada/Twin Valley Airport,Twin Valley
Wyandot County Airport,Upper Sandusky
Culberson County Airport,Van Horn
Vinita Municipal Airport,Vinita
Vinton Veterans Memorial Airpark,Vinton
Sequoia Field,Visalia
Wabash Municipal Airport,Wabash
Wadena Municipal Airport,Wadena
Wahoo Municipal Airport,Wahoo
Skydive Houston Airport,Waller
Wamego Municipal Airport,Wamego
Skylark Airpark,Warehouse Point
Warner Robins Air Park,Warner Robins
Camillus Airport,Warners
Warren USFS Airport,Warren
Wasco Kern County Airport,Wasco
Washington Wilkes County Airport,Washington
Anderson Lake Airport,Wasilla
Waterbury Airport,Waterbury
Waterville Airport,Waterville
Monterey Bay Academy Airport,Watsonville
Red Stewart Airfield,Waynesville
Parker County Airport,Weatherford
Lonnie Pool Field Weaverville Airport,Weaverville
Wellsboro Johnston Airport,Wellsboro
Whiteriver Airport,Whiteriver
Williamsburg Whitley County Airport,Williamsburg
Martin County Airport,Williamston
Chambers County Winnie Stowell Airport,Winnie
Fairfield County Airport,Winnsboro
Wrens Memorial Airport,Wrens
Western Airpark,Yelm
Parr Airport,Zanesville
Alton Bay Seaplane Base,Alton Bay
Malmstrom Air Force Base,Great Falls
Homer-Beluga Lake Seaplane Base,Homer
Ketchikan Harbor Seaplane Base,Ketchikan
Miami Seaplane Base,Miami
Floyd Bennett Field,New York
Clinton County Airport,Plattsburgh
Tappahannock Municipal Airport,Tappahannock
Evergreen Field,Vancouver
Marsh Downtown Airport,Yuma
Haines Airport,Haines
Beale Air Force Base,Marysville
Annette Island Airport,Metlakatla
Aniak Airport,Aniak
Wheeler Sack Army Air Field,Fort Drum
Arctic Village Airport,Arctic Village
Moody Air Force Base,Valdosta
Buckley Space Force Base,Aurora
Davison Army Air Field,Fort Belvoir
Campbell Army Airfield (Fort Campbell),Fort Campbell
Cape Lisburne LRRS Airport,Cape Lisburne
Cold Bay Airport,Cold Bay
Edward G. Pitka Sr Airport,Galena
Columbus Municipal Airport,Columbus
Hood Army Air Field,Fort Hood
Godman Army Air Field,Fort Knox
Gambell Airport,Gambell
Hickam Air Force Base,Honolulu
Hooper Bay Airport,Hooper Bay
Whiting Field Naval Air Station - North,Milton
Felker Army Air Field,Newport News (Fort Eustis)
Point Lay LRRS Airport,Point Lay
Redstone Army Air Field,Redstone Arsnl Huntsville
Central Kentucky Regional Airport,Richmond
Scammon Bay Airport,Scammon Bay
L M Clayton Airport,Wolf Point
Mountain Village Airport,Mountain Village
Bryant Army Airfield,Fort Richardson
Akiachak Airport,Akiachak
Atmautluak Airport,Atmautluak
Pilot Station Airport,Pilot Station
Point Hope Airport,Point Hope
Avery Ranch Airstrip,
Aberdeen Municipal Airport,Aberdeen
Adams County Legion Field,Adams
Twin Lakes Airport,Advance
Tri County Airport,Ahoskie
Eric Marcus Municipal Airport,Ajo
Pine Hill Airport,Albion
Barber Airport,Alliance
Anadarko Municipal Airport,Anadarko
Anchor River Airpark,Anchor Point
Flyin Tiger Airport,Angleton
St George Island Airport,Apalachicola
Cox Airport,Apex
Sharp County Regional Airport,Ash Flat
Dugger's Field,Ashville
Curless Airport,Astoria
Hackney Airpark,Athol
Atlanta Municipal Airport,Atlanta
Atoka Municipal Airport,Atoka
Auburn Academy Airport,Auburn
Essex Skypark Airport,Baltimore
Miller Farm Landing Strip,Baltimore
Bamberg County Airport,Bamberg
Bandera State Airport,Bandera
Greater Beardstown Airport,Beardstown
Happy Landings Airport,Beasley
Beaver Airport,Beaver
Antrim County Airport,Bellaire
Belle Fourche Municipal Airport,Belle Fourche
A.R.S. Sport Strip,Belle Plaine
Bellefonte Airport,Bellefonte
Belzoni Municipal Airport,Belzoni
Marlboro County Jetport - H E Avent Field Airport,Bennettsville
Chilhowee Gliderport,Benton
Benton Airport,Benton
Camden County Airport,Berlin
Big Timber Airport,Big Timber
Sauter Airport,Bismark
Evergreen Sky Ranch Airport,Black Diamond
Black Diamond Airport,Black Diamond
Black River Falls Area Airport,Black River Falls
Blackwell Tonkawa Municipal Airport,Blackwell
Blakely Island Airport,Blakely Island
Antique Airfield,Blakesburg
William L. Whitehurst Field,Bolivar
Booneville Municipal Airport,Booneville
Brazil Clay County Airport,Brazil
Anderson Field,Brewster
Bridger Municipal Airport,Bridger
Brighton Airport,Brighton
Brookhaven-Lincoln County Airport,Brookhaven
Terry County Airport,Brownfield
Brownsville Airpark,Brownsville
Buhl Municipal Airport,Buhl
Lake Barkley State Park Airport,Cadiz
Noble County Airport,Caldwell
Totem Pole Ranch Airport,Calpine
Calverton Executive Airpark,Calverton
Grove Field,Camas
Harrell Field,Camden
Hemphill County Airport,Canadian
Ingersoll Airport,Canton
Dimmit County Airport,Carrizo Springs
Parker Carson Airport,Carson City
Carthage-Leake County Airport,Carthage
Caruthersville Memorial Airport,Caruthersville
Dillard Ranch Airport,Centerville
Centerville Municipal Airport,Centerville
Centerville Municipal Airport,Centerville
Central City Municipal - Larry Reineke Field,Central City
Franklin County Regional Airport,Chambersburg
Mississippi County Airport,Charleston
Cheboygan County Airport,Cheboygan
Thacker Airport,Chenoa
Chetek Municipal Southworth Airport,Chetek
Edgar G Obie Airport,Chinook
Chitina Airport,Chitina
Luther Airport,Chittenango
Choteau Airport,Choteau
Harford County Airport,Churchville
Gregory M. Simmons Memorial Airport,Cisco
Chilton County Airport / Gragg-Wade Field,Clanton
Clay Center Municipal Airport,Clay Center
Clayton Municipal Airport,Clayton
Clayton Municipal Airpark,Clayton
Heaven's Landing Airport,Clayton
Cle Elum Municipal Airport,Cle Elum
Toketee State Airport,Clearwater
Clinton Regional Airport,Clinton
Briar Patch Airport,Clyo
Hawk Haven Airport,Coeur d Alene
Colorado City Airport,Colorado City
USAF Academy Airfield,Colorado Springs
Colstrip Airport,Colstrip
Sackman Field,Columbia
Colville Municipal Airport,Colville
Commerce Municipal Airport,Commerce
Blosser Municipal Airport,Concordia
Condon State Pauling Field,Condon
Mettel Field,Connersville
Converse Airport,Converse
Conway Horry County Airport,Conway
Copper Center 2 Airport,Copper Center
Corcoran Airport,Corcoran
Cordell Municipal Airport,Cordell
Corning Painted Post Airport,Corning
Cottonwood Municipal Airport,Cottonwood
Lawrence County Airport,Courtland
The Red River Airport,Coushatta
St. Tammany Regional Airport,Covington
Craig Moffat Airport,Craig
Mineral County Memorial Airport,Creede
Creston Municipal Airport,Creston
Crete Municipal Airport,Crete
Crewe Municipal Airport,Crewe
Z M Jack Stell Field,Crossett
Arnold Field,Croswell
Crownpoint Airport,Crownpoint
Tiki Beach Bar & Grill Airstrip,Crystal Beach
Mathis Airport,Cumming
Danville Municipal Airport,Danville
Silverhill Naval Outlying Landing Field,Daphne
Panamint Springs Airport,Darwin
Las Trancas Airport,Davenport
Davenport Municipal Airport,Davenport
Dawson Municipal Airport,Dawson
De Quincy Industrial Airpark,De Quincy
Astronaut Kent Rominger Airport,Del Norte
Demopolis Municipal Airport,Demopolis
Cook Airfield,Derby
Morningstar Field,Des Moines
Dinsmore Airport,Dinsmore
Maine Prairie Airport,Dixon
Dixon Airport,Dixon
Donald D. Coski Memorial Airport,Donnelly
Douglas Municipal Airport,Douglas
Lazy B Ranch Airport,Dover
Graham Farm Airport,Dresden
Drummond Airport,Drummond
Dubois Municipal Airport,Dubois
Duchesne Municipal Airport,Duchesne
Billy Free Municipal Airport,Dumas
Easton State Airport,Easton
Braden Airpark,Easton
Torchport Airport,Eastport
Jackson County Airport,Edna
Elbow Lake Municipal - Pride of the Prairie Airport,Elbow Lake
Seacoast Airfield,Eliot
Elk City Regional Business Airport,Elk City
Usaf Academy Bullseye Aux Airstrip,Ellicott
Colorado Springs East Airport,Ellicott
Midlake Airport,Elmendorf
Hyde County Airport,Engelhard
Enterprise Municipal Airport,Enterprise
Eunice Airport,Eunice
Eureka Airport,Eureka
Chena Marina Airport,Fairbanks
Custer State Park Airport,Fairburn
Fairfield Municipal Airport,Fairfield
Fallon Southwest Airpark,Fallon
Cape Cod Coast Guard Air Station,Falmouth
Poso Kern County Airport,Famoso
Grays Creek Airport,Fayetteville
Fertile Municipal Airport,Fertile
Festus Memorial Airport,Festus
Forest City Municipal Airport,Forest City
Forrest City Municipal Airport,Forrest City
Tillitt Field,Forsyth
Fort Benton Airport,Fort Benton
Fort Bidwell Airport,Fort Bidwell
Pine Shadows Airpark,Fort Myers
Buckingham Field,Fort Myers
Fort Sumner Municipal Airport,Fort Sumner
Kenneth Copeland Airport,Fort Worth
Aero Estates Airport,Frankston
Farmers Pride Airport,Fredericksburg
Freehold Airport,Freehold
Fuquay/Angier Field,Fuquay/Varina
Gettysburg Municipal Airport,Gettysburg
Kline Kill Airport,Ghent
Fox Stephens Field Gilmer Municipal Airport,Gilmer
Gladewater Municipal Airport,Gladewater
Glencoe Municipal Airport,Glencoe
Goldendale Airport,Goldendale
Goldfield Airport,Goldfield
Goose Bay Airport,Goose Bay
Gordonsville Municipal Airport,Gordonsville
Kapowsin Field,Graham
Pecan Plantation Airport,Granbury
Abrams Municipal Airport,Grand Ledge
Delle Airstrip,Grantsville
Greenfield Municipal Airport,Greenfield
Muhlenberg County Airport,Greenville
Mac Crenshaw Memorial Airport,Greenville
Greenville Municipal Airport,Greenville
Osborn Airfield,Groveland
Groveton Trinity County Airport,Groveton
Hackettstown Airport,Hackettstown
Hagerstown Airport,Hagerstown
Posey Field,Haleyville
Hallettsville Municipal Airport,Hallettsville
Hallock Municipal Airport,Hallock
Hampton Municipal Airport,Hampton
Breckinridge County Airport,Hardinsburg
Wheatland County At Harlowton Airport,Harlowton
Harper Municipal Airport,Harper
Hartselle-Morgan County Regional Airport,Hartselle
Dacy Airport,Harvard
Haskell Airport,Haskell
Dean Memorial Airport,Haverhill
Hawkinsville Pulaski County Airport,Hawkinsville
Wendell H Ford Airport,Hazard
Hazel Green Airport,Hazel Green
Henderson City County Airport,Henderson
Henning Municipal Airport,Henning
Hereford Municipal Airport,Hereford
Herlong Airport,Herlong
Herman Municipal Airport,Herman
Hermann Municipal Airport,Hermann
Albert J Lindberg Airport,Hessel
Hiawatha Municipal Airport,Hiawatha
Wilson's Airport,Hickory
Highland-Winet Airport,Highland
Hill City-Quadna Mountain Airport,Hill City
Hillman Airport,Hillman
Joshua Sanford Field,Hillsboro
Hilltop Lakes Airport,Hilltop Lakes
Hinton Municipal Airport,Hinton
Hite Airport,Hite
Hobart Sky Ranch Airport,Hobart
Holdenville Municipal Airport,Holdenville
Park Township Airport,Holland
Holly Springs Marshall County Airport,Holly Springs
Holyoke Airport,Holyoke
Richards Field,Homestead
Ford Island Naval Auxiliary Landing Field,Honolulu
Humboldt Municipal Airport,Humboldt
Humboldt Municipal Airport,Humboldt
Huntsville Municipal Airport,Huntsville
Hutchinson Municipal Butler Field,Hutchinson
Ida Grove Municipal Airport,Ida Grove
Port of Ilwaco Airport,Ilwaco
Naval Outlying Field Imperial Beach (Ream Field),Imperial Beach
Eagle's Nest Airport,Ione
Henry's Lake Airport,Island Park
Iuka Airport,Iuka
Melody Ranch Airport,Jackson
Jackson Municipal Airport,Jackson
Jamestown Municipal Airport,Jamestown
Jefferson Municipal Airport,Jefferson
Fort Atkinson Municipal Airport,Jefferson
Cypress River Airport,Jefferson
Jena Airport,Jena
Murphy Field,Jonesborough
Jonesville Airport,Jonesville
Lee County Airport,Jonesville
Jordan Airport,Jordan
Propwash Airport,Justin
Panda Airport,Kaunakakai
Twin Bridges Airport,Ketchum
Kewanee Municipal Airport,Kewanee
Sugar Loaf Shores Airport,Key West
Wolf Creek Airport,Kingston
Kingston Airport,Kingston
Raleigh East Airport,Knightdale
Knoxville Municipal Airport,Knoxville
Glenndale Airport,Kokomo
Hawthorne Field,Kountze/Silsbee
La Grande/Union County Airport,La Grande
Shank N Bank Airport,La Ward
Little Goose State Airport,LaCrosse
Lafayette Municipal Airport,Lafayette
Cannon Creek Airpark,Lake City
Placid Lakes Airport,Lake Placid
Lake Village Municipal Airport,Lake Village
Lakeview-Airport-Griffith Field,Lakeview
Lamar Municipal Airport,Lamar
Lamesa Municipal Airport,Lamesa
Lamoni Municipal Airport,Lamoni
Kings Land O' Lakes Airport,Land O' Lakes
Zangger Vintage Airpark,Larchwood
Larned Pawnee County Airport,Larned
Suburban Airport,Laurel
Hangar Haciendas Airpark,Laveen
Brunswick Municipal Airport,Lawrenceville
Kittie Hill Airport,Leander
Beltzville Airport,Lehighton
Grayson County Airport,Leitchfield
Hancock County-Ron Lewis Field,Lewisport
Lexington Airport,Lexington
Mc Caslin Airport,Lexington
Limington Harmon Airport,Limington
Lincoln Municipal Airport,Lincoln
Lindsay Municipal Airport,Lindsay
Littlefield Municipal Airport,Littlefield
Mallards Landing Airport,Locust Grove
Logan County Airport,Logan
Logansport Cass County Airport,Logansport
Flying V Ranch Airport,Louise
Loup City Municipal Airport,Loup City
Reese Airpark,Lubbock
Lost Creek Airport,Luzerne
Macon Municipal Airport,Macon
Madill Municipal Airport,Madill
Malin Airport,Malin
Rossettie Airport,Manchester
Manchester Municipal Airport,Manchester
Manila Airport,Manila
Manitowish Waters Airport,Manitowish Waters
Santee Cooper Regional Airport,Manning
Marianna Lee County Steve Edwards Field,Marianna
McGehee Catfish Restaurant Airport,Marietta
Marine City Airport,Marine City
Searcy County Airport,Marshall
Sunrise Skypark Airport,Marsing
Massey Aerodrome,Massey
Desert Aire Regional Airport,Mattawa
Krassel US Forest Service Airport,Mc Call
Isedor Iverson Airport,Mc Gregor
Upton County Airport,McCamey
McGehee Municipal Airport,McGehee
Frontier Airstrip,Mead
Meade Municipal Airport,Meade
Meeker Airport,Meeker
Merrill Municipal Airport,Merrill
Sullivan Lake State Airport,Metaline Falls
Metter Municipal Airport,Metter
Milaca Municipal Airport,Milaca
Fuller Airport,Milford
Millen Airport,Millen
Miller Municipal Airport,Miller
Kingsley Airfield,"Miller, MO"
Holmes County Airport,Millersburg
Choctaw Nolf Airport,Milton
Pioneer Village Field,Minden
Oscoda County/Dennis Kauffman Memorial Airport,Mio
Skydive Oregon Airport,Molalla
Fair Weather Field,Monaville
Monmouth Municipal Airport,Monmouth
Captain Ben Smith Airfield - Monroe City Airport,Monroe City
Pittsburgh-Monroeville Airport,Monroeville
Dr. C P Savage Sr. Airport,Montezuma
Lewis County Regional Airport,Monticello
Mooreland Municipal Airport,Mooreland
Miller Air Park,Mooresville
Moose Lake Carlton County Airport,Moose Lake
Old Morehead-Rowan County Airport,Morehead
Morgantown Airport,Morgantown
Morey's Airport,Motley
Spence Airport,Moultrie
Moundridge Municipal Airport,Moundridge
Mount Pleasant Airport,Mount Pleasant
Mount Vernon Municipal Airport,Mount Vernon
Johnson County Airport,Mountain City
Mountain Grove Memorial Airport,Mountain Grove
Mountain View Wilcox Memorial Field,Mountain View
Munday Municipal Airport,Munday
Murphy Airport,Murphy
Brantley County Airport,Nahunta
Napoleon Airport,Napoleon
Nappanee Municipal Airport,Nappanee
Neodesha Municipal Airport,Neodesha
County Memorial Airport,New Madrid
Hidden Lake Airport,New Port Richey
Tampa Bay Executive Airport,New Port Richey
James H Easom Field,Newton
Newton Municipal Airport,Newton
Newton Airport,Newton
Jerry Tyler Memorial Airport,Niles
Ninilchik Airport,Ninilchik
